id,user_id,document_name,description,pdf_name,pdf_path,status,latitude,longitude,created_at,updated_at,color_id,color_status,is_fake,state,county,attachment_permission
260,3377,Polling Location Issues,More trump and Kari Lake supporters harassing voters. Shame on all of you! Un American evil people. YOU ARE NOT PATRIOTS.,967786218A1647EF99C1A8CB897E337A.png,/pdf/967786218A1647EF99C1A8CB897E337A.png,1,NULL,NULL,8/2/2022 23:00,8/30/2023 3:18,2,1,0,NULL,NULL,1
261,3482,Polling Location Issues,At the location someone stopped all the voting and told us it was mandatory to use their FELT pen. Same bleed through factor as the sharpie in 2020,0C833B8D5D5644969135E75A7120661F.png,/pdf/0C833B8D5D5644969135E75A7120661F.png,1,NULL,NULL,8/2/2022 23:07,8/30/2023 3:17,3,1,0,NULL,NULL,1
263,554,Mail in Ballot Issues,"LOOPHOLE : I went to check if I was marked as having voted, and it says I did--tells me they day my ballot was returned, whether it was accepted (it was), but then there's this unsettling message that I voted early, but that if i voted in person on election day, my mail-in ballot was canceled. This means they could honestly report that my early mail in ballot was tabulated, but that, afterward, on election day, they could also go ahead and illegally submit a ballot in my name that negates my true ballot.",Tue Aug 02 16_28_47 MST 2022.jpg,/pdf/Tue Aug 02 16_28_47 MST 2022.jpg,1,NULL,NULL,8/2/2022 23:28,8/30/2023 3:40,5,1,0,NULL,NULL,1
264,2121,Misc.Red Flags,"The workers were very adamant that I use their black Pentel marker rather than my blue ballpoint pen. I explained that we have been instructed not to use the provided markers, and proceeded to use my own pen, and made sure the ink was dry before I put it into the machine.  This was at the Calvary Free Lutheran Church at 590 N 96th St. Mesa 85207",D9447C22A4784554825514472DCA3AD4.png,/pdf/D9447C22A4784554825514472DCA3AD4.png,1,NULL,NULL,8/2/2022 23:57,8/30/2023 3:40,3,1,0,NULL,NULL,1
266,3499,Polling Location Issues,"We live in Casa Grande, AZ precinct 83. We show up to vote at our specific location and were told they ran out of republican ballots. This is beyond unacceptable. My husband and I loaded up our toddler and dog to come out and vote and I am 9 months pregnant. We had to come home, try and figure out how we can vote and we reported it and expressed our disgust with the county recorders office. We were then told we could do a ballot at a different precinct location and come to find out it’s a provisional ballot that may or may not even be counted. We then loaded up the car again. This has been a mess and we are very, very upset that our state can’t even provide us with our right to vote. Ridiculous.",0615D45F22EC44738E6195F25A6DC384.png,/pdf/0615D45F22EC44738E6195F25A6DC384.png,1,NULL,NULL,8/3/2022 0:06,8/30/2023 3:40,4,1,0,NULL,NULL,1
268,3413,Monitoring Vote Counts,The sample ballot on mi.sos.gov did not match the order of candidates listed for Govenor on the actual ballot I voted with.  Saldano was listed last on the sample buuhht third on the actual paper ballot. Makes me wonder what the machines were programmed to record the vote for.,1659485502248.jpg,/pdf/1659485502248.jpg,1,NULL,NULL,8/3/2022 0:11,8/30/2023 3:34,3,1,0,NULL,NULL,1
269,3500,Polling Location Issues,"Hi - I experienced voting problems at my polling location today. My name was spelled wrong in their database after 14 years of no problems. And, my ballot was rejected when initially scanned saying two areas were ambiguous which were not. They provided me my ballot back to make corrections and there were streak marks on the ballot that occurred when entering the ballot into the machine reader that may have caused the irregularities. I have photos of the pre and post ballots and the misspelled name issue - see attached.   Also, when my ballot was scanned in for the 2nd time, the poll worker put his finger on the security button which gave me the impression that he forced the ballot in without confirming there were any errors/issues.   Jeffrey Scott Kline Glendale, Arizona 85308",Tue Aug 02 17_15_44 MST 2022.jpg,/pdf/Tue Aug 02 17_15_44 MST 2022.jpg,1,NULL,NULL,8/3/2022 0:15,8/30/2023 3:31,4,1,0,NULL,NULL,1
270,3506,Misc.Red Flags,There was a felt tip pen at each voting station. I wasn’t sure if this is an issue. The type of pen below. Thank you.,50E32079037B4E9AA9D2BA883F10E388.png,/pdf/50E32079037B4E9AA9D2BA883F10E388.png,1,NULL,NULL,8/3/2022 0:16,8/30/2023 3:30,3,1,0,NULL,NULL,1
271,3051,Polling Location Issues,Filt pens being handed out.,1659485835630.jpg,/pdf/1659485835630.jpg,1,NULL,NULL,8/3/2022 0:17,8/30/2023 3:30,3,1,0,NULL,NULL,1
272,3220,Polling Location Issues,Tabulator at El Mirage City Hall would not accept husbands ballot face down as directed. The poll  worker had him hit the return button and reinsert ballot face up.,1659485989836.jpg,/pdf/1659485989836.jpg,1,NULL,NULL,8/3/2022 0:19,8/30/2023 3:24,2,1,0,NULL,NULL,1
273,3454,Help/Support,I just voted in a precinct and where was a write in candidate in my district only but because the way that had the machine set up I was able on accident to trigger candidates I was not allowed to vote for to show up. I’m going to report it to our sos but wanted you to know there is no option on this app that I see that has a category for a machine issue.,9572EAF10A414E398ED7EF73E99FE760.png,/pdf/9572EAF10A414E398ED7EF73E99FE760.png,1,NULL,NULL,8/3/2022 0:22,8/30/2023 3:46,3,1,0,NULL,NULL,1
274,3415,Misc.Red Flags,I just received a call and a voicemail claiming to be from Pinal County. I copied the text/dictation from the voicemail and saved the voicemail. Apparently this robotic voice is saying that they have run out of ballots and will need to print more??? I already voted in person… But the robot voice claims that others who still have to vote in person may be required to have a ballot printed off there for them. This sounded very suspicious to me…,266AC13152FD4BFD848A4FCEBE655442.png,/pdf/266AC13152FD4BFD848A4FCEBE655442.png,1,NULL,NULL,8/3/2022 0:23,8/30/2023 3:46,5,1,0,NULL,NULL,1
275,3418,Misc. Red Flags,received a text from pinal county here in Arizona that GOP ballets are in sorry supply,Tue Aug 02 17_24_40 MST 2022.jpg,/pdf/Tue Aug 02 17_24_40 MST 2022.jpg,1,NULL,NULL,8/3/2022 0:24,8/30/2023 3:46,3,1,0,NULL,NULL,1
276,650,Polling Location Issues,poll worker placed this on the voting station in Gilbert LDS church  and said use this! nope! I bought my own pen  and used that . in my opinion they read the bottom of the ballot and hand out the marker,Tue Aug 02 17_28_25 MST 2022.jpg,/pdf/Tue Aug 02 17_28_25 MST 2022.jpg,1,NULL,NULL,8/3/2022 0:29,8/30/2023 3:45,3,1,0,NULL,NULL,1
277,3510,Polling Location Issues,"1st Baptist Church polling site in Casa Grande, AZ, ran out of Republican ballots. Told they could not vote and to come back in an hour to see if more ballots.",8919B8AA367E4275B05680EFA13B4FA2.png,/pdf/8919B8AA367E4275B05680EFA13B4FA2.png,1,NULL,NULL,8/3/2022 0:39,8/30/2023 3:44,5,1,0,NULL,NULL,1
278,3511,Polling Location Issues,Seville elementary is using black markers. Last year we were told to not to use markers black pen is the only acceptable method. Funny how they are handing only those out to everyone coming thru the door.,5F49597574EA4BE8BC01A13A76FD5703.png,/pdf/5F49597574EA4BE8BC01A13A76FD5703.png,1,NULL,NULL,8/3/2022 0:55,8/30/2023 3:44,3,1,0,NULL,NULL,1
279,3516,Polling Location Issues,Venue 8600 used felt tipped black pens.  In addition their was a very suspicious surveillance vehicle outside with numerous antennas.,92244F9E1CFF4290BE0968169C19F87C.png,/pdf/92244F9E1CFF4290BE0968169C19F87C.png,1,NULL,NULL,8/3/2022 0:57,8/30/2023 3:43,3,1,0,NULL,NULL,1
280,2865,Polling Location Issues,Ink was smearing on ballots when fed through the tabulators,2D54514359C2410DB4CA8674E99C71D8.png,/pdf/2D54514359C2410DB4CA8674E99C71D8.png,1,NULL,NULL,8/3/2022 1:11,8/30/2023 3:42,2,1,0,NULL,NULL,1
281,2865,Polling Location Issues,I was told to be at Perry Library at 5:45 am but was not allowed to enter until 6 am. I was told I’m not allowed to be there as they are setting up. Couldn’t enter until they were open to vote,7CDAB830FD5542EF94697A07713DF80A.png,/pdf/7CDAB830FD5542EF94697A07713DF80A.png,1,NULL,NULL,8/3/2022 1:14,8/30/2023 3:42,2,1,0,NULL,NULL,1
282,2206,Monitoring Vote Counts,"I didn't experience any negative issues. I just want to let it be known that I did vote MAGA as much as I could. we're out here, rooting you on!",Tue Aug 02 18_13_59 MST 2022.jpg,/pdf/Tue Aug 02 18_13_59 MST 2022.jpg,1,NULL,NULL,8/3/2022 1:15,8/30/2023 3:41,2,1,0,NULL,NULL,1
283,3519,Polling Location Issues,Precinct 64 ran out of ballads in Apache Junction Pinal County. I watch them turn away Republican voters because they had no more republican ballots. Pinal county official showed up with 27 additional ballots and said he’ll be back in a few hours maybe.,B35A592D71D4479C8439F26F38141E86.png,/pdf/B35A592D71D4479C8439F26F38141E86.png,1,NULL,NULL,8/3/2022 1:18,8/30/2023 3:55,4,1,0,NULL,NULL,1
284,1708,Misc. Red Flags,"Ballot alignment issues. It didn't seem to impact the tabulator this time (single sided ballot). However this might become a problem come the general election, with double sided ballots.  Ballot printed at the Mesa Convention Center, around 17:20 on 2022/08/02.",1659489471539.jpg,/pdf/1659489471539.jpg,1,NULL,NULL,8/3/2022 1:21,8/30/2023 3:55,3,1,0,NULL,NULL,1
285,3518,Polling Location Issues,"I had a ballot printed.  I shined my phone light on the underside of the bottom, left corner of the ballot. The + mark is supposed to be within the circular target in order for the ballot to be aligned and read properly. My + mark was centered above and outside the circular target mark. (Many of us did the forensic part of the audit to identify aligned and misaligned ballots.) My ballot is at great risk of being adjudicated and miscalculated!!!!!!!!!!",8F9A9CE9320246368251A656EB8306FA.png,/pdf/8F9A9CE9320246368251A656EB8306FA.png,1,NULL,NULL,8/3/2022 1:23,8/30/2023 3:55,3,1,0,NULL,NULL,1
286,3415,Misc.Red Flags,"I voted at precinct 80 in Pinal County at 3 PM this afternoon before the ballot shortage. My husband just went up to take water for those who are waiting for ballots to arrive and we were told that our earlier votes did not count because the ballots had printing on the back. I’m heading back up to vote for the second time today, because the workers at the polls are telling us we have to for it to count! My name is Lisa Gillette 480-721-4908. Heading back to the polls now at 6:37 PM Arizona time! PS, I took a picture of the front and back of my original ballot!",0303DAFF639E47189D27811933E3491D.png,/pdf/0303DAFF639E47189D27811933E3491D.png,1,NULL,NULL,8/3/2022 1:38,8/30/2023 3:54,5,1,0,NULL,NULL,1
287,3522,Polling Location Issues,I Kingman all the poll booths were equipped with felt tipped markers.  My wife questioned the poll worker why they had no ball point pens and as soon as she questioned they placed ball point pens in most of the booth's. The worker then said people will have a choice.  The felt tipped pen had printing on it saying Official Voter Pen.  With one pen printed Official Voter Pen and the other a generic ball point pen which one do you think most people will use?  On our way out there was a gentleman complaining that the pen he used bled through.  The workers were trying to hush him up and saying it's ok allot of them are like that and that they read in the machine just fine.,Tue Aug 02 18_46_16 MST 2022.jpg,/pdf/Tue Aug 02 18_46_16 MST 2022.jpg,1,NULL,NULL,8/3/2022 1:46,8/30/2023 3:51,3,1,0,NULL,NULL,1
288,3524,Polling Location Issues,"Printing ballots on site was problematic, ballot was out of alignment, no water mark on paper",Tue Aug 02 18_47_30 MST 2022.jpg,/pdf/Tue Aug 02 18_47_30 MST 2022.jpg,1,NULL,NULL,8/3/2022 1:47,8/30/2023 3:51,4,1,0,NULL,NULL,1
289,3525,Polling Location Issues,"Left work early (on my own dime), got home and Loaded up my whole (9mo pregnant wife) and went to my local precinct (83). Went in and they told me they were “out of republican ballots” and told me “they will call me when they get more ballots” so I had to give my full name and personal cell phone number to a stranger. The workers/volunteers were nice enough, but this is absolutely absurd. We have been voting for 200 years and this recorders office can’t even think to order enough ballots, or have a process in place for this event? I pay a ton of money on taxes to this incompetent recorders office just for them to mismanage it. Truly sad.   After going home and calling the recorders office, they said they would have a supervisor call me back…. They never did. So I went back and was going to complain, and try to talk to others who had wrongfully been turned away. Apparently they had received the ballots in that time, and had not called me by that point. This was not a busy voting place. Regardless I was able to cast my vote…. I can’t even imagine how many people never ended up going back because of this…. Truly a failure on numerous levels",9CAA2E428AD44401B68206CBCA62BFBA.png,/pdf/9CAA2E428AD44401B68206CBCA62BFBA.png,1,NULL,NULL,8/3/2022 2:10,8/30/2023 3:50,5,1,0,NULL,NULL,1
290,3526,Polling Location Issues,"I went to vote in the primary election on August 2, 2022 at approximately 6:30pm at Calvary Bible Church in Doney Park, Flagstaff (Coconino County). Each voter booth had a black felt pen attached to the station. The pen had printing on it that said ""Official Voter Pen"" and some company name. I asked a poll worker why they had felt pens instead of ballpoint and she said ""I dont know. It's the official pens provided by Coconino County."" I asked if I could use a ballpoint pen. she said yes and offered me one. I used my own black ballpoint pen to vote just in case. Photo below of the pen provided by the voting place at the booth. I have a photo of the printing on the pen if you need it but it will only let me upload one photo.",1659492821510.jpg,/pdf/1659492821510.jpg,1,NULL,NULL,8/3/2022 2:12,8/30/2023 3:49,3,1,0,NULL,NULL,1
291,446,Polling Location Issues,Thus afternoon around 4:30pm arizona time there were two individuals in the parking lot of the voting facility at 10701 w Boswell Blvd sun city arizona 85373 one handing out candidate flyers and one wearing that candidate campaign t shirts,Tue Aug 02 19_13_27 MST 2022.jpg,/pdf/Tue Aug 02 19_13_27 MST 2022.jpg,1,NULL,NULL,8/3/2022 2:14,8/30/2023 3:49,2,1,0,NULL,NULL,1
292,3527,Polling Location Issues,"I went to vote in person at my polling location in Flagstaff, Doney Park, Calvary Bible Church. It was around 6:40pm. I noticed the pens at the voting booths were black felt pens. I asked a poll worker about the felt pens and she said it was provided by the county and was an official pen. I decided to use my own ballpoint black pen to fill in the ballot. I asked if the felt pen would bleed through the ballot like a sharpie and she said no. I asked where my completed ballot  goes as I slid it into the box they told me to put it in . A male pollworker said it goes to a warehouse. How will my vote be counted if it's close to 7pm and they are sending my vote to a warehouse?",Tue Aug 02 19_35_16 MST 2022.jpg,/pdf/Tue Aug 02 19_35_16 MST 2022.jpg,1,NULL,NULL,8/3/2022 2:35,8/30/2023 3:49,3,1,0,NULL,NULL,1
293,2670,Polling Location Issues,We were told to use the sharpies that were in the voter box are we supposed to be using sharpies this is a Mesa,37C1022042084B2F959BD5B506820AFC..mp4,/pdf/37C1022042084B2F959BD5B506820AFC..mp4,1,NULL,NULL,8/3/2022 2:46,8/30/2023 13:43,3,1,0,NULL,NULL,1
294,3541,Polling Location Issues,The parking lot of the polling place was 3/4 covered in water due to a water main break. No one was turning off the water. We have pictures. This was taken by my husband when he went to turn in his mail in ballot. This polling place was at the Baptist church on the 16000 block of 32nd st. Phil Maschue,D018B97C35EC4C91B39EF7BF9580839B.png,/pdf/D018B97C35EC4C91B39EF7BF9580839B.png,1,NULL,NULL,8/3/2022 3:05,8/30/2023 13:43,3,1,0,NULL,NULL,1
295,3536,Misc. Red Flags,"so I early voted yesterday at first christian church on 59th in claremont in Glendale, of course they had felt pens waiting in the booth but i was prepared, that's not the issue though. I left feeling uneasy about the poll workers so today(election day) I decided to ask a question, I asked ""my mom a democrat but she wanted to know if she can vote on the Republican ticket?""  the man answered me correctly but a hispanic poll worker who is from Californian answered me also stating""if your mom has an id she can do that."" so I told the man ""she is telling me my mom can"" the man answers again with the correct answer but the hispanic woman stated again ""if she comes HERE she can."" I called her out about that and she changed her tune and sat in a corner. I talked to the man a little bit more and told him "" my mom only wants to vote on the republican ticket to vote against Kari Lake."" the man laughed and said ""that's great."" I have it all on audio as well.",Tue Aug 02 20_08_55 MST 2022.jpg,/pdf/Tue Aug 02 20_08_55 MST 2022.jpg,1,NULL,NULL,8/3/2022 3:09,8/30/2023 13:43,3,1,0,NULL,NULL,1
296,3544,Polling Location Issues,"At the polling station everyone was provided a “Pentel Sign Pen”. Rather than a ballpoint pen, of which I am used to seeing. The voting instruction sheet even read “use special pen provided”.",E966334BB8DB475D82E8A48E85468515.png,/pdf/E966334BB8DB475D82E8A48E85468515.png,1,NULL,NULL,8/3/2022 3:16,8/30/2023 13:42,3,1,0,NULL,NULL,1
299,2562,Mail in Ballot Issues,I rec’d a mail ballot I did not request. I hand carried to Perry HS Gilbert AZ where I was told I should tear my ballot up and vote in person. I voted and brought my own own. I didn’t use the “sharpee marker” in the booth. They inserted my ballot into a Dominion voting machine and it didn’t go thru. They reinserted in another machine which I took a photo of. It is attached. I do not feel comfortable about this voting experience. Many others also rec’d mail in ballots not requested.,04181481CE9C4AB6AEEFA6DC983FC809.png,/pdf/04181481CE9C4AB6AEEFA6DC983FC809.png,1,NULL,NULL,8/3/2022 3:57,8/30/2023 13:41,4,1,0,NULL,NULL,1
300,3551,Polling Location Issues,The polling location Only had fine point black felt tip pens at each voting booth. One of the poll workers handed a ballot to a voter & told her not to press too hard because the pens were getting really wet & bleeding through. This was around 5:30pm on 8/2/22. The Secretary of State's office had 2 years to address this felt tip pen issue & provide black or blue ink pens that are specified on the instructions & do Not bleed through. Very disappointed that this will again be in question on this election & will hinder voter confidence in where there was a fair election process.,Tue Aug 02 21_39_15 MST 2022.jpg,/pdf/Tue Aug 02 21_39_15 MST 2022.jpg,1,NULL,NULL,8/3/2022 4:41,8/30/2023 13:41,4,1,0,NULL,NULL,1
301,3043,Polling Location Issues,https://nextdoor.com/p/2Q32JXgcSJMX?utm_source=share&extras=NzQ3NDQ2NTM%3D   Sharpie's being used as official pen in pinal county copper basin area.,Tue Aug 02 21_46_56 MST 2022.jpg,/pdf/Tue Aug 02 21_46_56 MST 2022.jpg,1,NULL,NULL,8/3/2022 4:47,8/30/2023 13:41,3,1,0,NULL,NULL,1
302,3556,Polling Location Issues,"I voted on 8/2/22 at the Happy Trails Resort in Surprise, AZ at 6:40 PM. First, they gave us Sharpie type markers to use and then they told us to fill in top rectangular box at top of ballot or the machine would not read our ballots.  I noticed when I put my ballot in that neither the GREEN or RED light lit up.  They said the toner on printer was low and that is why we had to fill in the box.  I have photo evidence.  Please call me at (806) 773-9548 or email me.  Thank you.",201412A176B44CDCB0EA5C7CD71D9134.png,/pdf/201412A176B44CDCB0EA5C7CD71D9134.png,1,NULL,NULL,8/3/2022 5:34,8/30/2023 13:40,3,1,0,NULL,NULL,1
303,3136,Polling Location Issues,Did anyone see how many hotels were Voting locations?  That seems odd to me! are we enabling out of State voters by having SO MANY .voting locations at hotels???,20682 V22 -  Media Kit - Vote Centers 11x17 RTP-2.pdf,/pdf/20682 V22 -  Media Kit - Vote Centers 11x17 RTP-2.pdf,1,NULL,NULL,8/3/2022 5:57,8/30/2023 14:01,3,1,0,NULL,NULL,1
304,3136,Polling Location Issues,"I was forced to do a provisional ballot at my voting location and was forced to use a red pen which was extremely hard to read for people with vision ailmenta. I was told there were no exceptions to using a red pen, even though the polling locations only took the carbon copy. this happened to me as a Republican voter. I asked multiple times to the clerk and  to another clerk and to a supervisor if I could use a black or. blue pen that would be easier for me to rwad as I was writing and I was told by 2 clerks and by the supervisor at the FOP 1 that I had to use the red ink pen. This seemed very unaccessible and very suspicious.   Please feel free to contact me for further info",Tue Aug 02 23_26_24 PDT 2022.jpg,/pdf/Tue Aug 02 23_26_24 PDT 2022.jpg,1,NULL,NULL,8/3/2022 6:25,8/30/2023 14:00,4,1,0,NULL,NULL,1
305,3411,Polling Location Issues,"Wickiup Precinct had the Pentel pens placed ""conveniently"" inside each booth. Every single booth had at least one of these felt tip pens ready and waiting. Photo taken from the voting center located at Sunrise Methodist Church on 7th Ave and Utopia, 85027 (Maricopa Co). 02 AUG 2022 at approx 17:05.",Wed Aug 03 00_09_47 MST 2022.jpg,/pdf/Wed Aug 03 00_09_47 MST 2022.jpg,1,NULL,NULL,8/3/2022 7:10,8/30/2023 14:00,3,1,0,NULL,NULL,1
306,3411,Polling Location Issues,"Wickiup Precinct (Maricopa County 85027) had an enormous amount of wifi present and active. I sat in the parking space (blue dot in the photo) right up against the building, facing the building, for about 20 minutes (approx 16:45-17:05) watching the wifi activity before going inside to vote on 02 AUG 2022. Occasionally the order of the wifi names would move up or down one or two slots, but all remained active and very strong signal for the full 20 mins. Seems like an overkill of wifi activity for a voting place where the machines supposedly aren't capable of accessing the internet.",Wed Aug 03 00_26_30 MST 2022.jpg,/pdf/Wed Aug 03 00_26_30 MST 2022.jpg,1,NULL,NULL,8/3/2022 7:26,8/30/2023 14:00,3,1,0,NULL,NULL,1
307,1872,Polling Location Issues,Crawford County Michigan Maple Forest Township Hall was providing fine point sharpie style felt tipped markers to vote with yesterday Aug 2 2022 just like they did in 2020. This bleeds through & causes many ballots to be sent to adjudication & someone else gets to pick our votes for us...THIS IS NOT OK! Up until 2020 you can find many articles about only using black ball point pens on ballots because markers cause bleed through! In the 2020 election this same polling location had several biden harris signs right on the township hall property definately closer to the building them legally allowed & as soon as I said something about it they disappeared!  This same polling location provided black felt tip markers to vote with in 2020 & yesterday,Wed Aug 03 06_20_28 EDT 2022.jpg,/pdf/Wed Aug 03 06_20_28 EDT 2022.jpg,1,NULL,NULL,8/3/2022 10:20,8/30/2023 14:00,4,1,0,NULL,NULL,1
308,3437,Misc.Red Flags,Not a sharpie but they supplied felt tipped pens instead of ball point. Both me and my wife experienced it. I took a picture of it even though the signs in the booth say it’s illegal to take pics or film.,A8228202D09A4693AD48F71450C8A8D1.png,/pdf/A8228202D09A4693AD48F71450C8A8D1.png,1,NULL,NULL,8/3/2022 12:58,8/30/2023 13:59,3,1,0,NULL,NULL,1
309,3571,Polling Location Issues,"My 18 year-old daughter joined me to vote for her first time today. Both of us were asked if we wanted to vote with felt tip or ballpoint pen. We went with ballpoint. There were very few available for use. In every booth I saw, felt tip pens were waiting for voters to use. My husband voted an hour earlier and wasn’t given an option. He used the felt tip provided in his booth.  Also to note, mine and my daughter’s ballots were fed into the machines blank side up. Whether that was correct or not, we have no idea. We did get green check marks saying our ballots were counted.   Location: Mesa Community College Red Mountain off Power Road, Mesa",0DF143699A0F42AD9F2F6D466DDD78EC.png,/pdf/0DF143699A0F42AD9F2F6D466DDD78EC.png,1,NULL,NULL,8/3/2022 13:04,8/30/2023 13:59,4,1,0,NULL,NULL,1
310,3129,Polling Location Issues,"PINAL COUNTY RAN OUT OF REPUBLICAN BALLOTS!! People were not able to vote!!  No photos, I apologize.",0C7FC5B1A4C64F56B15E910652078B1E.png,/pdf/0C7FC5B1A4C64F56B15E910652078B1E.png,1,NULL,NULL,8/3/2022 14:11,8/30/2023 13:59,5,1,0,NULL,NULL,1
311,3063,Polling Location Issues,PINAL County. No Republican ballots at precinct 93. Oracle Az. Told we could wait for ballots. Vote on the one machine or vote Democrat!!  What?  I waited and voted on the machine with everyone else. This has to be fixed!,63ED20384082409484557D8067D97538.png,/pdf/63ED20384082409484557D8067D97538.png,1,NULL,NULL,8/3/2022 14:53,8/30/2023 13:54,4,1,0,NULL,NULL,1
312,3586,Polling Location Issues,Provided felt tip markers for voters to use on ballots. I brought my own pens and they insisted i use the black felt tip marker,C5BDB0ECD22444D29748C1909525DBB7.png,/pdf/C5BDB0ECD22444D29748C1909525DBB7.png,1,NULL,NULL,8/3/2022 16:04,8/30/2023 13:53,3,1,0,NULL,NULL,1
313,3433,Mail in Ballot Issues,"Yesterday, I tried to use my own pen at the 11145  E Apache Trail polling location in Mesa, AZ and was forced to use their messy felt pen which was already suspicious and now I’m hearing similar reports of forced use pens this should be investigated",23D28E08408F454DA08D1531F813F83A.png,/pdf/23D28E08408F454DA08D1531F813F83A.png,1,NULL,NULL,8/3/2022 17:22,8/30/2023 14:04,3,1,0,NULL,NULL,1
314,3598,Mail in Ballot Issues,On a preview of ballot to be sent it showed Maricopa County Board of Supervisors District 2 that we could vote for on the mail in ballot I received there was no Area for the Supervisors. This is a copy of my ballot I took before sending it back.,C6D0E665E89D4727A8D65B6191C7740A.png,/pdf/C6D0E665E89D4727A8D65B6191C7740A.png,1,NULL,NULL,8/3/2022 20:59,8/30/2023 14:03,2,1,0,NULL,NULL,1
315,3321,Misc.Red Flags,"I had received a preview of what was going to be on my ballot and it had showed that the Maricopa County board of supervisors was going to be on there, when I went into vote on the actual ballot the Maricopa County Board of supervisors was not there.",FBD9C6A949B247DFA0B3AFB6782E6137.png,/pdf/FBD9C6A949B247DFA0B3AFB6782E6137.png,1,NULL,NULL,8/3/2022 21:05,8/30/2023 14:03,2,1,0,NULL,NULL,1
316,1535,Testify Nearby,Felt-tip pens were provided at Black Mountain Baptist Church voting center. I used my own black pen. Very disappointed to see this!,0698DAEF59B54A8A8F451B8EAD9DF554.png,/pdf/0698DAEF59B54A8A8F451B8EAD9DF554.png,1,NULL,NULL,8/4/2022 0:43,8/30/2023 14:03,3,1,0,NULL,NULL,1
317,1038,Polling Location Issues,"Issue #1 Voters using county approved pentel markers had ballots smeared in tabulating machine. Machine spit the smeared ballots out. Workers spoiled that ballot, gave voter a ballpoint pen and a new ballot. It happened about 12 times at this polling place.  Polling site 14584 Trinity Bible Church Sun City West  I was a poll watcher and couldn’t take pictures!",E4863342255649D3B32C1DB18A5CDC83.png,/pdf/E4863342255649D3B32C1DB18A5CDC83.png,1,NULL,NULL,8/4/2022 1:23,8/30/2023 14:03,3,1,0,NULL,NULL,1
318,1038,Polling Location Issues,Issue # 4 An elderly couple said they have always gotten ballots in the mail but this time they did not. Poll worker said it could’ve been because of redistricting.,A6414517A7524F6EAEA42F4550514037.png,/pdf/A6414517A7524F6EAEA42F4550514037.png,1,NULL,NULL,8/4/2022 1:38,8/30/2023 14:02,3,1,0,NULL,NULL,1
319,1038,Polling Location Issues,Polling location 14584 - Trinity Bible church was extremely crowded and very very hot. They had us restricted to a very small entry way that didn’t have good A/C.  Try to find a better location in Sun City West!,F92EF0A08AD140EA9E54DA46BC04258D.png,/pdf/F92EF0A08AD140EA9E54DA46BC04258D.png,1,NULL,NULL,8/4/2022 1:45,8/30/2023 14:02,2,1,0,NULL,NULL,1
321,3611,Polling Location Issues,Republican Voters were not allowed to use the voting machine.  We had to fill out a paper ballot and put it into a Red bag as opposed to completing the paper ballot and putting it in with the voting machine ballots.  The ballots were not Provisional Ballots.  The lady I spoke with stated it was a last minute change “because of a candidate.”  Big Red Flag but I chose to comply and report.,F5D69285D7B542A3B4B890DD33DDF3D2.png,/pdf/F5D69285D7B542A3B4B890DD33DDF3D2.png,1,NULL,NULL,8/4/2022 2:01,8/30/2023 14:02,4,1,0,NULL,NULL,1
322,3411,Misc. Red Flags,"This mailer notice would have been helpful had it arrived prior to Election Day! I check the mailbox every day and look what showed up today, 03 AUG 2022.   ""Election Day is Tuesday, August 2nd, 2022....YOUR CLOSEST VOTE CENTER HAS CHANGED""  Well that seem incredibly suspicious, Steven Ritcher...",Wed Aug 03 20_05_46 MST 2022.jpg,/pdf/Wed Aug 03 20_05_46 MST 2022.jpg,1,NULL,NULL,8/4/2022 3:05,8/30/2023 14:01,2,1,0,NULL,NULL,1
323,3146,Polling Location Issues,"Felt pens were causing ballots to reject at my Litchfield Park polling locations. Smearing ink was sewn down the ballots, which had to be spoiled.  The felt pens were used all of August 1 and the first 3 hours of August 2.  We changed to ballpoint pens and after that it seemed fine when put through tabulator.  -Poll Woekee",2D8139ACF9DD4D89ADAB14B4F6C1787D.png,/pdf/2D8139ACF9DD4D89ADAB14B4F6C1787D.png,1,NULL,NULL,8/4/2022 7:23,8/30/2023 14:10,3,1,0,NULL,NULL,1
326,434,Misc.Red Flags,"My sons vote was signature verified, counted but says he didn’t participate in primary. He used pen given at polls.",521901220C394BCBA62C21BA7A69C642.png,/pdf/521901220C394BCBA62C21BA7A69C642.png,1,NULL,NULL,8/4/2022 12:39,8/30/2023 14:09,3,1,0,NULL,NULL,1
327,2541,Polling Location Issues,there were no issues where i voted at the cedar hills senior center on concho highway in Navajo county Arizona. no sharpie gate and I'd was required!!,Thu Aug 04 06_31_30 MST 2022.jpg,/pdf/Thu Aug 04 06_31_30 MST 2022.jpg,1,NULL,NULL,8/4/2022 13:32,8/30/2023 14:09,2,1,0,NULL,NULL,1
328,3482,Misc.Red Flags,I put my ballot through the machine and got a green check. Shows I didn’t vote,6A5F29BB9A9C4B8E98477E2827928339.png,/pdf/6A5F29BB9A9C4B8E98477E2827928339.png,1,NULL,NULL,8/4/2022 13:58,8/30/2023 14:09,3,1,0,NULL,NULL,1
329,3482,Misc.Red Flags,"My husband’s vote was also not recorded and we voted at the same time, the same way",A2A77713FC104D1785CD6897B7971738.png,/pdf/A2A77713FC104D1785CD6897B7971738.png,1,NULL,NULL,8/4/2022 14:04,8/30/2023 14:08,3,1,0,NULL,NULL,1
